op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,dep_delay,taxi_out,taxi_in,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,fl_year,fl_month,fl_day,fl_dayofweek,is_weekend,season,crs_dep_hour,crs_dep_min,dep_hour,dep_min,wheels_off_hour,wheels_off_min,wheels_on_hour,wheels_on_min,crs_arr_hour,crs_arr_min,arr_hour,arr_min
13,1427.0,189,125,9,191,187,4,-0.4099751555346602,-0.3969270917778741,-0.7655947949651499,-0.7266084333362868,0,0,2.026742250120458,1.7806534634089402,1.9638597901376267,2.5305916910302733,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,27,2,0,3,8,50,8,41,8,55,16,9,16,45,16,12
13,4813.0,202,193,2,269,262,34,-0.20487319318074051,0.7296936505101258,-0.7655947949651499,0.04539163654331643,0,0,-0.23684610025066388,-0.050238895940949026,-0.07602780197483637,0.16344929239104578,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,14,6,1,1,9,40,9,42,10,7,13,57,13,50,14,0
3,2030.0,250,225,37,136,183,30,0.7087628209412654,-0.7041872942200559,0.36566277973557415,0.6378568064509189,0,0,1.4231186900214923,1.3952024403879109,1.4963855502785204,1.273361180861914,1.128985772324134,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,17,6,1,3,4,0,4,51,5,2,8,43,8,11,8,54
11,4024.0,78,67,20,183,157,50,-0.3353926237695985,-0.19208695681641957,-0.7655947949651499,-0.25981769340908484,0,0,-0.9776568330993948,-0.9312698057033018,-0.8551515350733465,-0.8811736614638892,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,17,2,0,2,8,25,8,20,8,36,8,31,8,41,8,34
14,3446.0,85,177,28,130,119,12,-0.27945572494580223,0.11517324562576223,-0.0585588107771974,-0.3675386333922853,0,0,-0.1956899484257344,-0.2704966233815372,-0.2885160928198846,-0.322032529112049,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,23,1,0,2,11,25,11,23,11,42,13,17,13,38,13,25
12,2117.0,243,223,4,125,269,47,-0.2421644590632714,0.11517324562576223,-0.0585588107771974,-0.5470735333642861,0,0,2.259960443795059,2.0284434067796018,2.0771868785883187,2.647776958289641,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,20,1,0,2,21,35,21,35,21,54,5,16,5,47,5,24
13,2159.0,18,18,42,146,156,42,-0.2421644590632714,-0.2945070242971468,-0.7655947949651499,-0.25981769340908484,0,0,-0.9913755503743713,-1.0138664534935222,-0.9259809653550292,-0.8309514040670173,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,4,3,0,1,19,40,19,40,19,55,20,45,20,55,20,48
4,1065.0,93,84,7,15,14,8,4.381952510370555,-0.49934715925860135,0.5070699765731647,4.336275745874135,0,0,-0.5112204457501939,-0.4219238109969416,-0.4160090673269135,-0.42917334489204234,7.207968771718028,-0.06894253228977358,-0.1301940086240049,-0.023245306255910498,-0.20843730158677687,2024,7,21,6,1,2,10,0,14,8,14,21,15,47,11,50,15,59
4,1757.0,250,225,37,15,14,8,-0.2608100920045368,0.8321137179908531,-0.0585588107771974,0.40446143648731797,0,0,1.1487443445219625,1.6567584917236093,1.5955467526728762,1.187983343287232,-0.14611797876824387,-0.06894253228977358,1.699277129706863,-0.023245306255910498,-0.20843730158677687,2024,5,12,6,1,1,12,49,12,48,13,14,17,2,16,40,17,10
5,2283.0,250,225,37,174,166,7,-0.3540382567108639,0.012753178145034964,0.6484771734107552,-0.42139910338388553,0,0,0.394214894398255,0.3352121270800803,0.2781193494335773,0.3475975695129093,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,19,6,1,1,9,39,9,33,9,51,12,6,12,35,12,19
4,1569.0,183,161,21,143,143,26,-0.46591205435845645,-0.7041872942200559,1.2141059607611173,-0.7266084333362868,0,0,1.0664320408721033,0.8583242297514772,0.8589206777433758,0.7728126821397578,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,11,6,1,3,21,55,21,43,21,54,22,50,23,40,23,7
13,801.0,267,254,7,15,14,8,-0.2608100920045368,-0.0896668893356923,-0.48278040128996896,-0.13414326342868432,0,0,-0.7855947912497238,-0.6972459702976768,-0.6568291302846349,-0.7221365130404616,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,3,2,0,2,5,20,5,19,5,36,6,45,6,50,6,50
13,1590.0,68,61,42,164,191,7,-0.3167469908283331,-0.6017672267393286,-0.19996600761478792,-0.3675386333922853,0,0,-0.031065341126016423,-0.07777111187102255,0.023133400419519452,0.22706415176041683,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,6,2,0,3,8,10,8,6,8,18,11,15,11,35,11,22
0,5131.0,45,56,39,154,183,30,-0.37268388965212934,-0.2945070242971468,-0.19996600761478792,-0.33163165339788514,0,0,-0.49750172847521734,-0.47698824285708863,-0.43017495338325007,-0.3689066360157961,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,3,3,0,0,6,0,5,53,6,8,7,33,7,51,7,40
3,2826.0,267,254,7,136,183,30,2.7224911785979313,-0.6017672267393286,-0.48278040128996896,2.505019766159727,0,0,0.2981838734734195,0.21131715539474943,0.34894877971526006,0.2806345596504135,0.15041777729975098,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,4.3892637947053394,2024,5,19,6,1,1,19,29,22,8,22,20,0,40,22,18,0,45
9,198.0,126,112,42,164,191,7,-0.3167469908283331,-0.2945070242971468,-0.48278040128996896,-0.6547944733474865,0,0,-0.0036279065760634263,-0.2704966233815372,-0.18935489042552875,0.027849197419491725,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,14,0,0,0,13,46,13,42,13,57,16,39,17,13,16,44
13,3607.0,202,193,2,195,190,4,0.13074819976203716,-0.6017672267393286,-0.6241875981275594,0.18901955652091704,0,0,-1.0599691367492539,-1.0138664534935222,-0.8976491932423561,-0.8577366080120157,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.3956402147143771,2024,5,8,2,0,1,13,40,14,0,14,12,15,4,14,50,15,8
10,5263.0,55,46,31,63,46,49,1.7902095315346602,0.012753178145034964,-0.6241875981275594,1.4457638563249224,0,0,-0.8953445294495358,-1.1102292092487795,-1.0818057119747313,-1.0318404336545048,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,2.7448305558855317,2024,8,9,4,0,2,20,50,22,39,22,57,23,36,22,12,23,40
1,690.0,73,62,42,78,72,20,0.2239763644683643,0.7296936505101258,-0.0585588107771974,0.4942288864733183,0,0,0.10612183162374855,0.3214460191150435,0.23562169126456767,0.24882712996572798,-0.14611797876824387,0.6215776216996288,0.43757289637522995,-0.023245306255910498,0.261400766647454,2024,3,14,3,0,3,20,45,21,10,21,35,0,47,0,20,0,55
0,5072.0,138,176,30,222,211,31,1.6969813668283331,2.9829351350861257,-0.48278040128996896,1.8946011062549244,0,0,-0.49750172847521734,-0.2980288393116107,-0.6709950163409714,-0.6869809328626513,1.988939464921319,-0.06894253228977358,0.3744876847086483,-0.023245306255910498,0.865478282948608,2024,7,6,5,1,2,12,20,14,4,14,51,15,59,14,11,16,4
1,2856.0,73,62,42,164,191,7,0.11210256682077173,-0.3969270917778741,0.08284838606039312,-0.044375813442683945,0,0,0.16099670072365455,0.046123859814308305,0.09396283070120219,0.24715305471916557,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,30,1,0,1,19,20,19,39,19,53,22,55,22,59,23,4
4,3125.0,16,15,8,130,119,12,0.07481130093824089,-0.3969270917778741,0.08284838606039312,0.18901955652091704,0,0,-0.8267509430746534,-0.7385442941927871,-0.713492674509981,-0.6786105566298393,0.35799280654734733,-0.06894253228977358,-0.1301940086240049,-0.023245306255910498,-0.20843730158677687,2024,9,20,4,0,2,7,35,7,52,8,6,9,11,9,2,9,20
5,3076.0,55,46,31,46,19,18,0.7087628209412654,2.368414730201762,-0.3413732044523784,1.6252987562969232,0,0,-0.8679070948995828,-0.14660165169620634,-0.4443408394395866,-0.7974698991357694,0.32833923094054784,-0.06894253228977358,2.771725728038751,-0.023245306255910498,0.9661578689988003,2024,7,29,0,0,2,17,33,18,24,19,5,20,29,18,57,20,35
14,3718.0,85,177,28,175,168,50,-0.29810135788706765,1.958734460278853,0.08284838606039312,-0.17005024342308447,0,0,0.03752824524886607,0.12872050760452886,-0.14685723225651912,-0.18810650938705734,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,25,3,0,2,9,43,9,40,10,17,11,2,11,13,11,11
12,2348.0,243,223,4,204,198,36,-0.39132952259339476,1.958734460278853,0.08284838606039312,-0.044375813442683945,0,0,2.3697101819948707,2.6341521572412194,2.4313340299967328,2.818532633439005,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,22,4,0,3,9,4,8,56,9,33,17,20,17,24,17,29
10,5215.0,70,266,47,123,117,0,-0.055708129650617104,2.368414730201762,-0.48278040128996896,0.6737637864453191,0,0,-0.07222149295094592,0.48663931469548466,0.2214558052082311,-0.37560293700204567,0.15041777729975098,-0.06894253228977358,2.014703188039771,-0.023245306255910498,-0.20843730158677687,2024,2,16,4,0,3,20,8,20,18,20,59,22,10,21,30,22,15
4,2126.0,78,67,20,33,181,41,0.13074819976203716,0.012753178145034964,0.08284838606039312,0.08129861653771658,0,0,-0.6209701839500058,-0.6559476464025665,-0.6851609023973079,-0.6384327507123417,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,20,6,1,0,20,3,20,23,20,41,20,48,20,45,20,57
4,1950.0,16,15,8,259,47,44,-0.2608100920045368,1.6514742578366712,-0.48278040128996896,-0.0802827934370841,0,0,0.942963585397315,1.0785819571920654,0.9297501080250584,1.2750352561084766,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,4,2,0,0,9,45,9,44,10,18,14,19,14,21,14,24
3,471.0,154,176,30,94,89,7,-0.11164502847441339,-0.7041872942200559,-0.3413732044523784,-0.5111665533698859,0,0,0.6548705226228084,0.34897823504511705,0.4906076402786255,0.39949390215634356,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,30,5,1,3,16,35,16,42,16,53,19,23,19,50,19,29
12,796.0,72,65,5,126,116,42,-0.3167469908283331,-0.6017672267393286,0.36566277973557415,-0.5111665533698859,0,0,-0.0036279065760634263,-0.16036775966124311,-0.11852546014384602,0.041241799391990894,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,21,2,0,3,5,0,4,56,5,8,7,55,8,27,8,6
1,1849.0,199,199,35,56,48,31,-0.3540382567108639,-0.8066073617007832,-0.3413732044523784,-0.7804689033278871,0,0,2.040460967395435,1.7118229235837563,1.9071962459122804,2.418428649510593,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,15,3,0,2,22,9,22,3,22,13,5,23,6,5,5,29
5,1596.0,193,50,11,15,14,8,0.8392822515301234,0.11517324562576223,1.0726987639235268,0.7276242564369193,0,0,-0.2094086657007109,-0.2704966233815372,-0.40184318127057694,-0.38732146372798243,1.0993321967173346,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.007078129486392214,2024,5,17,4,0,1,16,37,17,35,17,54,20,21,19,49,20,37
4,2238.0,183,161,21,143,143,26,-0.4286207884759256,-0.0896668893356923,-0.19996600761478792,-0.3854921233894854,0,0,0.7920576953725734,0.8170259058563669,0.8730865637997123,0.7728126821397578,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,21,5,1,2,11,5,10,55,11,12,12,9,12,30,12,16
4,2895.0,85,177,28,185,169,21,-0.4099751555346602,-0.0896668893356923,-0.3413732044523784,-0.5650270233614861,0,0,0.4628084807731375,0.3352121270800803,0.3914464378842697,0.2856567853901007,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,2,1,0,2,15,15,15,6,15,23,16,46,17,16,16,52
12,2179.0,72,65,5,126,116,42,2.7224911785979313,-0.2945070242971468,-0.0585588107771974,2.738415136123328,0,0,-0.031065341126016423,0.05988996777934506,0.10812871675753874,0.041241799391990894,-0.027503676341045932,-0.06894253228977358,-0.1301940086240049,-0.023245306255910498,4.9933413110064935,2024,2,10,5,1,3,20,25,23,4,23,19,2,22,23,50,2,30
1,1071.0,202,193,2,17,17,42,-0.3353926237695985,0.32001338058721673,-0.3413732044523784,-0.5650270233614861,0,0,0.02380952797388957,-0.16036775966124311,-0.1751890043691922,0.05798255185761485,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,31,4,0,1,8,30,8,25,8,46,12,29,12,59,12,35
13,4295.0,68,61,42,157,151,3,-0.03706249670935168,-0.8066073617007832,-0.7655947949651499,-0.24186420341188478,0,0,-1.0599691367492539,-1.2203580729690737,-1.0676398259183946,-0.9062847901623251,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,11,5,1,1,14,10,14,21,14,31,15,11,15,20,15,14
13,1554.0,42,38,4,257,249,23,0.1493938327033026,0.012753178145034964,-0.48278040128996896,0.17106606652371698,0,0,0.9292448681223384,0.9546869855067345,1.0289113104194143,1.2482500521634783,0.32833923094054784,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.1748774395700461,2024,7,27,5,1,2,8,45,9,6,9,24,14,32,14,20,14,37
11,3657.0,174,160,50,136,183,30,-0.29810135788706765,-0.6017672267393286,0.36566277973557415,-0.3136781634006851,0,0,0.010090810698913072,-0.008940572045838742,0.037299286475856,-0.1546250044558094,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,28,6,1,2,13,0,12,57,13,9,16,7,16,28,16,18
4,1360.0,28,27,24,251,224,45,-0.5032033202409874,-0.49934715925860135,-0.0585588107771974,-0.40344561338668544,0,0,-0.9365006812744653,-0.8762053738431547,-0.8268197629606734,-0.7539439427251471,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,2,1,0,2,5,30,5,16,5,29,6,26,6,49,6,34
12,537.0,208,189,7,126,116,42,-0.37268388965212934,-0.8066073617007832,0.08284838606039312,-0.40344561338668544,0,0,-0.5935327494000529,-0.628415430472493,-0.5435020418339425,-0.5831882675757827,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,21,2,0,2,7,0,6,53,7,3,8,20,8,44,8,29
13,2045.0,156,142,9,119,115,9,-0.3540382567108639,-0.8066073617007832,-0.48278040128996896,-0.295724673403485,0,0,-1.4715306549985487,-1.4406158004096619,-1.3226257749324526,-1.2310553879954298,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,24,2,0,1,6,15,6,9,6,19,6,41,6,55,6,46
3,1902.0,93,84,7,136,183,30,-0.2608100920045368,-0.0896668893356923,-0.3413732044523784,-0.5111665533698859,0,0,0.339340025298349,0.14248661556956563,0.193124033095558,0.3877753754304068,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,15,1,0,0,8,40,8,39,8,56,11,5,11,32,11,11
13,986.0,270,259,34,205,199,2,-0.11164502847441339,-0.3969270917778741,-0.3413732044523784,-0.22391071341468471,0,0,0.17471541799863105,0.08742218370941858,0.17895814703922147,0.16344929239104578,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,8,4,0,0,15,25,15,32,15,46,16,54,17,5,17,0
4,712.0,78,67,20,266,256,7,-0.4845576872997219,-0.19208695681641957,-0.7655947949651499,-0.18800373342028456,0,0,0.10612183162374855,0.3214460191150435,0.4339440960532793,0.2438049042260408,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,2,1,0,1,21,40,21,27,21,43,0,9,0,15,0,12
13,4725.0,43,20,18,263,254,30,0.8579278844713888,-0.2945070242971468,-0.7655947949651499,0.7276242564369193,0,0,-0.9913755503743713,-1.0689308853536694,-0.9826445095803754,-0.9447885208332603,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,1.4024360752163005,2024,5,14,1,0,1,21,30,22,29,22,44,23,30,22,45,23,33
11,4798.0,243,223,4,45,40,4,2.2563503550662958,0.9345337854715804,-0.7655947949651499,2.2716243961961258,0,0,-0.8816258121745593,-0.8073748340179708,-0.8834833071860195,-0.8560625327654532,3.827461152542887,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,30,4,0,2,18,30,20,44,21,11,22,4,19,53,22,7
11,3482.0,243,223,4,202,205,35,1.2867774421204936,1.4466341228752166,-0.48278040128996896,1.4816708363193227,0,0,-0.42890814210033484,-0.24296440745146367,-0.40184318127057694,-0.4810696775354766,-0.14611797876824387,-0.06894253228977358,5.484389829701762,-0.023245306255910498,-0.20843730158677687,2024,12,16,0,0,0,12,15,13,37,14,9,15,36,14,11,15,41
13,1220.0,225,207,26,233,227,4,-0.37268388965212934,-0.8066073617007832,-0.9070019918027404,-0.40344561338668544,0,0,-0.7855947912497238,-0.8211409419830077,-0.6426632442282982,-0.5848623428223452,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,26,0,0,2,13,50,13,43,13,53,15,3,15,20,15,5
13,1098.0,122,103,42,120,116,42,-0.39132952259339476,-0.6017672267393286,-0.48278040128996896,-0.4393525933810856,0,0,-1.0599691367492539,-1.1102292092487795,-1.0109762816930485,-0.9380922198470106,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,17,3,0,0,5,25,5,17,5,29,6,13,6,35,6,18
4,3035.0,16,15,8,66,67,7,-0.3167469908283331,-0.3969270917778741,-0.6241875981275594,-0.33163165339788514,0,0,-0.9365006812744653,-0.9588020216333752,-0.869317421129683,-0.7890995229029574,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,28,6,1,2,9,11,9,7,9,21,10,15,10,30,10,19
13,4142.0,77,66,13,257,249,23,-0.29810135788706765,-0.3969270917778741,-0.6241875981275594,-0.34958514339508523,0,0,-1.0599691367492539,-1.1102292092487795,-1.025142167749385,-0.9682255742851338,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,14,0,0,0,18,20,18,17,18,31,19,14,19,30,19,18
4,2963.0,154,176,30,266,256,7,-0.27945572494580223,0.11517324562576223,-0.9070019918027404,-0.6188874933530863,0,0,0.53140206714802,0.26638158725489647,0.34894877971526006,0.28900493588322546,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,14,6,1,1,19,5,19,3,19,22,21,42,22,11,21,44
2,370.0,201,192,36,242,241,48,0.37314142799848776,-0.6017672267393286,0.22425558289798364,0.06334512654051651,0,0,2.9184588729939307,2.7029826970664033,2.8421447256304924,2.5791398731805826,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,4,3,0,2,7,7,7,40,7,52,10,8,10,7,10,18
0,5159.0,138,176,30,125,269,47,-0.3167469908283331,0.5248535155486713,0.5070699765731647,-0.5650270233614861,0,0,-0.6484076184999589,-0.8486731579130812,-0.9968103956367119,-1.020121906928568,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,19,3,0,2,15,45,15,41,16,4,16,49,17,25,17,1
13,3506.0,42,38,4,33,181,41,-0.07435376259188253,1.3442140553944895,-0.6241875981275594,0.2249265365153172,0,0,1.1350256272469859,1.3676702244578374,1.283897259433472,1.5964577034484566,0.12076420169295149,-0.06894253228977358,0.5006581080418115,-0.023245306255910498,-0.20843730158677687,2024,3,14,3,0,3,7,30,7,39,8,10,13,36,13,20,13,40
13,467.0,119,111,9,248,229,4,-0.2421644590632714,0.11517324562576223,-0.6241875981275594,0.06334512654051651,0,0,2.3011165956199884,2.537789401485962,2.6579882068981173,2.644428807796516,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,5,13,0,0,1,8,20,8,20,8,39,16,42,16,35,16,46
1,1178.0,70,266,47,174,166,7,-0.3353926237695985,-0.6017672267393286,-0.19996600761478792,-0.34958514339508523,0,0,0.21587156982356054,0.19755104742971266,0.30645112154625037,0.13666408844604744,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,15,1,0,0,5,30,5,25,5,37,7,54,8,13,8,1
12,1380.0,73,62,42,71,70,5,-0.27945572494580223,0.012753178145034964,-0.3413732044523784,-0.5111665533698859,0,0,-0.23684610025066388,-0.4219238109969416,-0.40184318127057694,-0.32872883009829856,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,15,0,0,2,13,45,13,43,14,1,14,28,14,55,14,34
12,682.0,232,222,4,71,70,5,-0.27945572494580223,0.2175933131064895,-0.48278040128996896,-0.18800373342028456,0,0,0.03752824524886607,0.10118829167445535,0.12229460281387527,0.02617512217292933,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,26,2,0,1,15,55,15,53,16,13,19,17,19,25,19,22
4,2407.0,178,165,0,15,14,8,-0.4286207884759256,-0.3969270917778741,-0.6241875981275594,-0.5111665533698859,0,0,-0.9913755503743713,-1.0689308853536694,-0.9826445095803754,-0.8962403386829507,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,16,0,0,2,6,0,5,50,6,4,7,50,8,15,7,54
1,2088.0,254,228,4,205,199,2,-0.4099751555346602,-0.6017672267393286,-0.6241875981275594,-0.6009340033558863,0,0,-0.8541883776246063,-1.0138664534935222,-0.8976491932423561,-0.8359736298067045,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,19,2,0,1,19,25,19,16,19,28,20,20,20,50,20,24
1,2474.0,173,158,7,145,154,4,-0.3353926237695985,-0.49934715925860135,0.22425558289798364,-0.762515413330687,0,0,2.7949904175191422,2.468958861660778,2.587158776616435,2.5188731643043365,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,23,5,1,0,8,33,8,28,8,41,10,39,11,24,10,49
12,1217.0,72,65,5,76,76,5,-0.3540382567108639,-0.8066073617007832,-0.9070019918027404,-0.49321306337268583,0,0,-1.0736878540242303,-1.1928258570390002,-1.025142167749385,-0.9816181762576329,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,20,2,0,0,11,15,11,9,11,19,12,2,12,24,12,4
13,2719.0,267,254,7,257,249,23,-0.07435376259188253,-0.8066073617007832,0.22425558289798364,-0.1520967534258844,0,0,-0.031065341126016423,-0.09153721983605931,-0.0051983716931536415,0.05296032611792766,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,25,2,0,2,12,55,13,4,13,14,14,9,14,20,14,19
2,420.0,199,199,35,71,70,5,1.8461464303584565,0.2175933131064895,8.143058605803052,3.0795314460701295,0,0,0.03752824524886607,1.037283633296955,0.2214558052082311,0.2571975061985399,-0.14611797876824387,-0.06894253228977358,4.033429961370384,-0.023245306255910498,3.55026724428707,2024,11,3,6,1,0,13,25,15,17,15,37,18,48,16,55,19,54
13,2707.0,68,61,42,154,183,30,0.5782433903524075,-0.6017672267393286,-0.48278040128996896,0.2967404965041175,0,0,0.7920576953725734,0.5967681784157788,0.7455935892926834,0.9100868523578743,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.5969993868147617,2024,4,30,1,0,1,13,40,14,24,14,36,18,24,18,5,18,29
4,1250.0,18,18,42,136,183,30,-0.3167469908283331,0.11517324562576223,-0.3413732044523784,-0.6009340033558863,0,0,1.1350256272469859,0.9133886616116242,0.9580818801377315,1.1444573868766097,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,13,2,0,0,15,57,15,53,16,12,20,15,20,47,20,21
3,733.0,36,33,19,244,228,4,-0.27945572494580223,0.32001338058721673,0.6484771734107552,-0.11618977343148425,0,0,3.343739108518202,3.473884743108462,3.4654437121093005,3.1248884035599236,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,7,0,0,0,12,0,11,58,12,19,15,19,15,31,15,32
13,291.0,68,61,42,175,168,50,-0.3167469908283331,-1.113867564142965,-0.7655947949651499,-0.5470735333642861,0,0,-0.09965892750089891,-0.284262731346574,-0.06186191591849983,0.02115289643324214,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,30,5,1,3,11,0,10,56,11,3,12,54,13,20,12,57
1,529.0,50,43,39,56,48,31,-0.46591205435845645,0.6272735830293985,1.6383275512738888,0.17106606652371698,0,0,-1.1011252885741833,-0.628415430472493,-0.8976491932423561,-1.1205664217223117,-0.14611797876824387,-0.06894253228977358,0.8791693780413015,-0.023245306255910498,-0.20843730158677687,2024,5,7,1,0,1,9,18,9,6,9,30,10,22,10,25,10,42
4,1136.0,191,182,25,15,14,8,0.13074819976203716,-0.2945070242971468,-0.19996600761478792,0.3865079464901179,0,0,-0.09965892750089891,0.10118829167445535,0.16479226098288494,-0.027395285717067334,0.4469535333677458,-0.06894253228977358,0.3744876847086483,-0.023245306255910498,-0.20843730158677687,2024,11,3,6,1,0,5,20,5,40,5,55,9,2,8,40,9,9
1,1356.0,154,176,30,174,166,7,1.1003211127078394,-0.7041872942200559,0.5070699765731647,1.104647546378121,0,0,0.6137143707978789,0.6518326102759258,0.7172618171800103,0.4329754070875915,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,2.107193177567647,2024,9,1,6,1,2,17,0,18,12,18,23,21,9,20,12,21,21
11,3320.0,259,231,4,233,227,4,0.6714715550587346,-0.19208695681641957,-0.6241875981275594,0.6378568064509189,0,0,-0.6895637703248884,-0.6972459702976768,-0.6284973581719617,-0.5513808378910972,1.128985772324134,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,12,1,0,3,8,0,8,49,9,5,10,16,9,37,10,20
